3.1214767899423776	6.286207389817359	1.0	0.0	0.0	-0.0	1.0	0.0	0.0	0.0	1.0	0.0
-3.1415771039586633	6.2811006396516955	0.9990871842274247	0.04271765808791462	0.0	-0.04271765808791462	0.9990871842274247	0.0	0.0	0.0	1.0	0.009999999999999998
-3.1414906222314363	6.273479027423092	0.9944393763888866	0.10531062001186062	0.0	-0.10531062001186062	0.9944393763888866	0.0	0.0	0.0	1.0	0.02
-3.1413281446620362	6.265906452507993	0.9858867191201716	0.16741378994116324	0.0	-0.16741378994116324	0.9858867191201716	0.0	0.0	0.0	1.0	0.03
-3.1410903109277934	6.258412729112694	0.9734768178764645	0.22878567493860424	0.0	-0.22878567493860424	0.9734768178764645	0.0	0.0	0.0	1.0	0.039999999999999994
-3.140778057399002	6.251027362363889	0.9572719112841962	0.2891893633353448	0.0	-0.2891893633353448	0.9572719112841962	0.0	0.0	0.0	1.0	0.05
-3.1403926134680527	6.243779432578666	0.9373484199795423	0.3483933689981136	0.0	-0.3483933689981136	0.9373484199795423	0.0	0.0	0.0	1.0	0.06
-3.1399354967289232	6.2366974811365905	0.9137964529596168	0.4061724295892361	0.0	-0.4061724295892361	0.9137964529596168	0.0	0.0	0.0	1.0	0.07
-3.1394085070252316	6.22980939838845	0.8867192762809097	0.46230825762888955	0.0	-0.46230825762888955	0.8867192762809097	0.0	0.0	0.0	1.0	0.07999999999999999
-3.138813719389372	6.22314231403119	0.8562327488078654	0.5165902436834507	0.0	-0.5165902436834507	0.8562327488078654	0.0	0.0	0.0	1.0	0.09
-3.1381534758995207	6.216722490372367	0.8224647295289395	0.5688161114814597	0.0	-0.5688161114814597	0.8224647295289395	0.0	0.0	0.0	1.0	0.1
-3.1374303764855	6.210575218899793	0.7855544607242162	0.6187925251942576	0.0	-0.6187925251942576	0.7855544607242162	0.0	0.0	0.0	1.0	0.10999999999999999
-3.1366472687185856	6.204724720563015	0.7456519309943471	0.6663356495073646	0.0	-0.6663356495073646	0.7456519309943471	0.0	0.0	0.0	1.0	0.12
